month,town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,resale_price,_source_file,_row_id,remaining_lease_years,remaining_lease_months,remaining_lease_display,price_per_sqm,is_price_anomaly,price_anomaly_reason,resale_identifier
2012-03,BEDOK,3 ROOM,709,BEDOK RESERVOIR RD,01 TO 05,68,New Generation,1981,300000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,127,53,4,53 years 04 months,4411.764705882353,False,,S7093303B
2012-03,BEDOK,3 ROOM,20,CHAI CHEE RD,01 TO 05,65,Improved,1972,301000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,129,44,4,44 years 04 months,4630.7692307692305,False,,S0203303B
2012-03,BEDOK,3 ROOM,528,BEDOK NTH ST 3,01 TO 05,68,New Generation,1979,303000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,130,51,4,51 years 04 months,4455.882352941177,False,,S5283303B
2012-03,BEDOK,3 ROOM,109,BEDOK NTH RD,01 TO 05,67,New Generation,1977,305000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,132,49,4,49 years 04 months,4552.238805970149,False,,S1093303B
2012-03,BEDOK,3 ROOM,632,BEDOK RESERVOIR RD,01 TO 05,67,New Generation,1982,305000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,133,54,4,54 years 04 months,4552.238805970149,False,,S6323303B
2012-03,BEDOK,3 ROOM,74,BEDOK NTH RD,11 TO 15,59,Improved,1978,307000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,135,50,4,50 years 04 months,5203.389830508475,False,,S0743303B
2012-03,BEDOK,3 ROOM,89,BEDOK NTH ST 4,01 TO 05,67,New Generation,1978,307000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,136,50,4,50 years 04 months,4582.089552238806,False,,S0893303B
2012-03,BEDOK,3 ROOM,534,BEDOK NTH ST 3,11 TO 15,60,Improved,1986,308000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,137,58,4,58 years 04 months,5133.333333333333,False,,S5343303B
2012-03,BEDOK,3 ROOM,609,BEDOK RESERVOIR RD,01 TO 05,67,New Generation,1982,312000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,139,54,4,54 years 04 months,4656.7164179104475,False,,S6093303B
2012-03,BEDOK,3 ROOM,136,BEDOK RESERVOIR RD,01 TO 05,64,Simplified,1988,312000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,140,60,4,60 years 04 months,4875.0,False,,S1363303B
2012-03,BEDOK,3 ROOM,76,BEDOK NTH RD,06 TO 10,59,Improved,1978,315000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,141,50,4,50 years 04 months,5338.983050847458,False,,S0763303B
2012-03,BEDOK,3 ROOM,504,BEDOK NTH ST 3,11 TO 15,59,Improved,1978,318000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,144,50,4,50 years 04 months,5389.830508474576,False,,S5043303B
2012-03,BEDOK,3 ROOM,37,CHAI CHEE AVE,06 TO 10,66,Improved,1983,322000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,147,55,4,55 years 04 months,4878.787878787879,False,,S0373303B
2012-03,BEDOK,3 ROOM,529,BEDOK NTH ST 3,11 TO 15,68,New Generation,1979,328000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,151,51,4,51 years 04 months,4823.529411764706,False,,S5293303B
2012-03,BEDOK,3 ROOM,158,BEDOK STH AVE 3,01 TO 05,64,Simplified,1985,328000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,152,57,4,57 years 04 months,5125.0,False,,S1583303B
2012-03,BEDOK,3 ROOM,503,BEDOK NTH ST 3,06 TO 10,70,Improved,1978,330000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,153,50,4,50 years 04 months,4714.285714285715,False,,S5033303B
2012-03,BEDOK,3 ROOM,616,BEDOK RESERVOIR RD,06 TO 10,68,New Generation,1982,330000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,154,54,4,54 years 04 months,4852.941176470588,False,,S6163303B
2012-03,BEDOK,3 ROOM,536,BEDOK NTH ST 3,11 TO 15,68,New Generation,1980,333000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,156,52,4,52 years 04 months,4897.058823529412,False,,S5363303B
2012-03,BEDOK,3 ROOM,4,BEDOK STH AVE 1,01 TO 05,65,Improved,1976,335000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,158,48,4,48 years 04 months,5153.846153846154,False,,S0043303B
2012-03,BEDOK,3 ROOM,110,BEDOK NTH RD,06 TO 10,67,New Generation,1977,337000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,159,49,4,49 years 04 months,5029.850746268657,False,,S1103303B
2012-03,BEDOK,3 ROOM,104,BEDOK NTH AVE 4,11 TO 15,67,New Generation,1977,340000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,160,49,4,49 years 04 months,5074.626865671642,False,,S1043303B
2012-03,BEDOK,3 ROOM,92,BEDOK NTH AVE 4,01 TO 05,67,New Generation,1979,340000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,161,51,4,51 years 04 months,5074.626865671642,False,,S0923303B
2012-03,BEDOK,3 ROOM,701,BEDOK RESERVOIR RD,06 TO 10,68,New Generation,1980,340000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,162,52,4,52 years 04 months,5000.0,False,,S7013303B
2012-03,BEDOK,3 ROOM,126,BEDOK NTH ST 2,01 TO 05,67,New Generation,1978,345000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,163,50,4,50 years 04 months,5149.253731343284,False,,S1263303B
2012-03,BEDOK,3 ROOM,218,BEDOK NTH ST 1,01 TO 05,68,New Generation,1980,348000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,165,52,4,52 years 04 months,5117.64705882353,False,,S2183303B
2012-03,BEDOK,3 ROOM,402,BEDOK NTH AVE 3,11 TO 15,67,New Generation,1979,350000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,166,51,4,51 years 04 months,5223.880597014925,False,,S4023303B
2012-03,BEDOK,3 ROOM,102,BEDOK NTH AVE 4,06 TO 10,67,New Generation,1977,350000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,167,49,4,49 years 04 months,5223.880597014925,False,,S1023303B
2012-03,BEDOK,3 ROOM,116,BEDOK NTH RD,01 TO 05,73,New Generation,1978,350000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,168,50,4,50 years 04 months,4794.520547945205,False,,S1163303B
2012-03,BEDOK,3 ROOM,18,BEDOK STH RD,11 TO 15,65,Improved,1976,350000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,169,48,4,48 years 04 months,5384.615384615385,False,,S0183303B
2012-03,BEDOK,3 ROOM,424,BEDOK NTH AVE 1,01 TO 05,67,New Generation,1979,357800,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,170,51,4,51 years 04 months,5340.298507462687,False,,S4243303B
2012-03,BEDOK,3 ROOM,425,BEDOK NTH RD,06 TO 10,67,New Generation,1979,358000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,171,51,4,51 years 04 months,5343.2835820895525,False,,S4253303B
2012-03,BEDOK,3 ROOM,208,NEW UPP CHANGI RD,01 TO 05,68,New Generation,1979,358000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,172,51,4,51 years 04 months,5264.705882352941,False,,S2083303B
2012-03,BEDOK,3 ROOM,554,BEDOK NTH ST 3,01 TO 05,82,New Generation,1980,360000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,173,52,4,52 years 04 months,4390.243902439024,False,,S5543303B
2012-03,BEDOK,3 ROOM,419,BEDOK NTH ST 1,06 TO 10,68,New Generation,1979,363000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,175,51,4,51 years 04 months,5338.235294117647,False,,S4193303B
2012-03,BEDOK,3 ROOM,412,BEDOK NTH AVE 2,06 TO 10,67,New Generation,1979,366000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,176,51,4,51 years 04 months,5462.686567164179,False,,S4123303B
2012-03,BEDOK,4 ROOM,36,BEDOK STH AVE 2,01 TO 05,84,Improved,1977,385000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,178,49,4,49 years 04 months,4583.333333333333,False,,S0364303B
2012-03,BEDOK,3 ROOM,23,BEDOK STH AVE 1,06 TO 10,73,New Generation,1977,385000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,179,49,4,49 years 04 months,5273.972602739726,False,,S0233303B
2012-03,BEDOK,3 ROOM,42,CHAI CHEE ST,06 TO 10,82,New Generation,1985,386000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,180,57,4,57 years 04 months,4707.317073170731,False,,S0423303B
2012-03,BEDOK,3 ROOM,103,BEDOK NTH AVE 4,06 TO 10,81,New Generation,1977,388000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,181,49,4,49 years 04 months,4790.123456790124,False,,S1033303B
2012-03,BEDOK,4 ROOM,151,BEDOK RESERVOIR RD,01 TO 05,84,Simplified,1988,393000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,182,60,4,60 years 04 months,4678.571428571428,False,,S1514303B
2012-03,BEDOK,4 ROOM,56,CHAI CHEE DR,01 TO 05,91,New Generation,1983,395000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,183,55,4,55 years 04 months,4340.659340659341,False,,S0564303B
2012-03,BEDOK,4 ROOM,528,BEDOK NTH ST 3,01 TO 05,95,New Generation,1979,400000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,185,51,4,51 years 04 months,4210.526315789473,False,,S5284303B
2012-03,BEDOK,4 ROOM,602,BEDOK RESERVOIR RD,01 TO 05,98,New Generation,1982,400000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,186,54,4,54 years 04 months,4081.6326530612246,False,,S6024303B
2012-03,BEDOK,4 ROOM,108,BEDOK RESERVOIR RD,06 TO 10,93,New Generation,1985,405000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,189,57,4,57 years 04 months,4354.8387096774195,False,,S1084303B
2012-03,BEDOK,4 ROOM,5,BEDOK STH AVE 2,01 TO 05,82,Improved,1976,406000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,190,48,4,48 years 04 months,4951.219512195122,False,,S0054303B
2012-03,BEDOK,4 ROOM,135,BEDOK RESERVOIR RD,06 TO 10,84,Simplified,1987,407000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,191,59,4,59 years 04 months,4845.238095238095,False,,S1354303B
2012-03,BEDOK,4 ROOM,132,BEDOK RESERVOIR RD,11 TO 15,84,Simplified,1987,410000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,193,59,4,59 years 04 months,4880.952380952381,False,,S1324303B
2012-03,BEDOK,4 ROOM,136,BEDOK RESERVOIR RD,06 TO 10,83,Simplified,1988,410000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,194,60,4,60 years 04 months,4939.759036144578,False,,S1364303B
2012-03,BEDOK,4 ROOM,613,BEDOK RESERVOIR RD,06 TO 10,98,New Generation,1981,411000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,195,53,4,53 years 04 months,4193.877551020408,False,,S6134303B
2012-03,BEDOK,4 ROOM,61,CHAI CHEE RD,11 TO 15,91,New Generation,1982,415000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,197,54,4,54 years 04 months,4560.43956043956,False,,S0614303B
2012-03,BEDOK,4 ROOM,619,BEDOK RESERVOIR RD,01 TO 05,103,New Generation,1981,416000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,198,53,4,53 years 04 months,4038.8349514563106,False,,S6194303B
2012-03,BEDOK,3 ROOM,201,BEDOK NTH ST 1,01 TO 05,73,New Generation,1979,417000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,199,51,4,51 years 04 months,5712.328767123287,False,,S2013303B
2012-03,BEDOK,4 ROOM,508,BEDOK NTH AVE 3,01 TO 05,92,New Generation,1978,420000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,201,50,4,50 years 04 months,4565.217391304348,False,,S5084303B
2012-03,BEDOK,4 ROOM,43,BEDOK STH RD,11 TO 15,84,Improved,1977,420000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,202,49,4,49 years 04 months,5000.0,False,,S0434303B
2012-03,BEDOK,4 ROOM,170,BEDOK STH RD,06 TO 10,84,Simplified,1986,422000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,203,58,4,58 years 04 months,5023.809523809524,False,,S1704303B
2012-03,BEDOK,4 ROOM,80,BEDOK NTH RD,01 TO 05,91,New Generation,1978,422800,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,204,50,4,50 years 04 months,4646.153846153846,False,,S0804303B
2012-03,BEDOK,4 ROOM,704,BEDOK RESERVOIR RD,06 TO 10,102,New Generation,1981,425000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,205,53,4,53 years 04 months,4166.666666666667,False,,S7044303B
2012-03,BEDOK,4 ROOM,171,BEDOK STH RD,06 TO 10,84,Simplified,1985,428000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,206,57,4,57 years 04 months,5095.238095238095,False,,S1714303B
2012-03,BEDOK,4 ROOM,35,BEDOK STH AVE 2,11 TO 15,90,Improved,1977,432000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,208,49,4,49 years 04 months,4800.0,False,,S0354303B
2012-03,BEDOK,4 ROOM,82,BEDOK NTH RD,06 TO 10,92,New Generation,1978,433000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,209,50,4,50 years 04 months,4706.521739130435,False,,S0824303B
2012-03,BEDOK,4 ROOM,428,BEDOK NTH RD,01 TO 05,92,New Generation,1979,440000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,210,51,4,51 years 04 months,4782.608695652174,False,,S4284303B
2012-03,BEDOK,4 ROOM,140,BEDOK RESERVOIR RD,11 TO 15,84,Simplified,1986,440000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,211,58,4,58 years 04 months,5238.0952380952385,False,,S1404303B
2012-03,BEDOK,5 ROOM,104,BEDOK RESERVOIR RD,01 TO 05,121,Improved,1985,443000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,212,57,4,57 years 04 months,3661.1570247933882,False,,S1045603B
2012-03,BEDOK,4 ROOM,120,BEDOK RESERVOIR RD,06 TO 10,93,New Generation,1985,443000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,213,57,4,57 years 04 months,4763.440860215053,False,,S1204303B
2012-03,BEDOK,5 ROOM,611,BEDOK RESERVOIR RD,06 TO 10,121,Improved,1993,447000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,214,65,4,65 years 04 months,3694.214876033058,False,,S6115603B
2012-03,BEDOK,4 ROOM,545,BEDOK NTH ST 3,06 TO 10,93,New Generation,1980,455000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,215,52,4,52 years 04 months,4892.4731182795695,False,,S5454303B
2012-03,BEDOK,5 ROOM,101,BEDOK RESERVOIR RD,06 TO 10,123,Improved,1985,458000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,216,57,4,57 years 04 months,3723.5772357723577,False,,S1015603B
2012-03,BEDOK,5 ROOM,602,BEDOK RESERVOIR RD,06 TO 10,121,Improved,1982,460000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,217,54,4,54 years 04 months,3801.6528925619837,False,,S6025603B
2012-03,BEDOK,4 ROOM,532,BEDOK NTH ST 3,11 TO 15,92,New Generation,1980,461800,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,218,52,4,52 years 04 months,5019.565217391304,False,,S5324303B
2012-03,BEDOK,5 ROOM,612,BEDOK RESERVOIR RD,01 TO 05,121,Improved,1981,463000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,219,53,4,53 years 04 months,3826.4462809917354,False,,S6125603B
2012-03,BEDOK,4 ROOM,404,BEDOK NTH AVE 3,06 TO 10,92,New Generation,1980,465000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,220,52,4,52 years 04 months,5054.347826086957,False,,S4044303B
2012-03,BEDOK,4 ROOM,763,BEDOK RESERVOIR VIEW,06 TO 10,105,Premium Apartment,2000,477000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,222,72,4,72 years 04 months,4542.857142857143,False,,S7634303B
2012-03,BEDOK,4 ROOM,647,JLN TENAGA,11 TO 15,104,Model A,1993,480000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,223,65,4,65 years 04 months,4615.384615384615,False,,S6474303B
2012-03,BEDOK,4 ROOM,766,BEDOK RESERVOIR VIEW,01 TO 05,107,Premium Apartment,2000,502000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,224,72,4,72 years 04 months,4691.588785046729,False,,S7664303B
2012-03,BEDOK,4 ROOM,772,BEDOK RESERVOIR VIEW,11 TO 15,107,Premium Apartment,2000,510000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,225,72,4,72 years 04 months,4766.355140186916,False,,S7724303B
2012-03,BEDOK,5 ROOM,137,BEDOK NTH AVE 3,06 TO 10,117,Standard,1979,520000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,227,51,4,51 years 04 months,4444.444444444444,False,,S1375603B
2012-03,BEDOK,5 ROOM,671,JLN DAMAI,01 TO 05,127,Improved,1996,523000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,228,68,4,68 years 04 months,4118.110236220473,False,,S6715603B
2012-03,BEDOK,EXECUTIVE,114,BEDOK RESERVOIR RD,06 TO 10,148,Maisonette,1985,530000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,229,57,4,57 years 04 months,3581.0810810810813,False,,S1146603B
2012-03,BEDOK,5 ROOM,715,BEDOK RESERVOIR RD,01 TO 05,121,Improved,1980,532880,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,230,52,4,52 years 04 months,4403.966942148761,False,,S7155603B
2012-03,BEDOK,5 ROOM,53,CHAI CHEE ST,11 TO 15,125,Improved,1981,545000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,231,53,4,53 years 04 months,4360.0,False,,S0535603B
2012-03,BEDOK,4 ROOM,183,BEDOK NTH RD,06 TO 10,92,Model A,2005,558000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,232,77,4,77 years 04 months,6065.217391304348,False,,S1834303B
2012-03,BEDOK,5 ROOM,647,JLN TENAGA,01 TO 05,122,Improved,1993,560000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,233,65,4,65 years 04 months,4590.163934426229,False,,S6475603B
2012-03,BEDOK,4 ROOM,111,LENGKONG TIGA,06 TO 10,104,Model A,1989,567000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,234,61,4,61 years 04 months,5451.923076923077,False,,S1114303B
2012-03,BEDOK,EXECUTIVE,145,BEDOK RESERVOIR RD,11 TO 15,143,Maisonette,1987,573000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,235,59,4,59 years 04 months,4006.993006993007,False,,S1456603B
2012-03,BEDOK,5 ROOM,666,JLN DAMAI,11 TO 15,124,Improved,1996,577000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,237,68,4,68 years 04 months,4653.225806451613,False,,S6665603B
2012-03,BEDOK,4 ROOM,116,LENGKONG TIGA,06 TO 10,104,Model A,1989,577800,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,238,61,4,61 years 04 months,5555.7692307692305,False,,S1164303B
2012-03,BEDOK,5 ROOM,629,BEDOK RESERVOIR RD,11 TO 15,139,Model A,1993,600000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,239,65,4,65 years 04 months,4316.546762589928,False,,S6295603B
2012-03,BEDOK,5 ROOM,96,BEDOK NTH AVE 4,16 TO 20,123,Standard,1978,608000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,240,50,4,50 years 04 months,4943.089430894309,False,,S0965603B
2012-03,BEDOK,5 ROOM,99,BEDOK NTH AVE 4,16 TO 20,123,Standard,1978,617000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,241,50,4,50 years 04 months,5016.260162601626,False,,S0995603B
2012-03,BEDOK,5 ROOM,102,LENGKONG TIGA,01 TO 05,125,Improved,1989,630000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,243,61,4,61 years 04 months,5040.0,False,,S1025603B
2012-03,BEDOK,5 ROOM,72,BEDOK STH AVE 3,01 TO 05,123,Standard,1978,630000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,244,50,4,50 years 04 months,5121.951219512195,False,,S0725603B
2012-03,BEDOK,5 ROOM,505,BEDOK NTH AVE 3,16 TO 20,119,Improved,1978,635000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,245,50,4,50 years 04 months,5336.134453781513,False,,S5055603B
2012-03,BEDOK,EXECUTIVE,719,BEDOK RESERVOIR RD,06 TO 10,148,Maisonette,1984,640000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,246,56,4,56 years 04 months,4324.324324324324,False,,S7196603B
2012-03,BEDOK,5 ROOM,220B,BEDOK CTRL,01 TO 05,112,Improved,2010,645000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,247,82,4,82 years 04 months,5758.928571428572,False,,S2205603B
2012-03,BEDOK,5 ROOM,110,LENGKONG TIGA,01 TO 05,127,Improved,1989,660000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,248,61,4,61 years 04 months,5196.850393700787,False,,S1105603B
2012-03,BEDOK,EXECUTIVE,160,BEDOK STH AVE 3,06 TO 10,152,Maisonette,1986,690000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,249,58,4,58 years 04 months,4539.473684210527,False,,S1606603B
2012-03,BEDOK,5 ROOM,103,LENGKONG TIGA,11 TO 15,129,Improved,1989,700000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,250,61,4,61 years 04 months,5426.356589147287,False,,S1035603B
2012-03,BEDOK,5 ROOM,116,LENGKONG TIGA,16 TO 20,120,Improved,1989,730000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,251,61,4,61 years 04 months,6083.333333333333,False,,S1165603B
