month,town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,resale_price,_source_file,_row_id,remaining_lease_years,remaining_lease_months,remaining_lease_display,price_per_sqm,is_price_anomaly,price_anomaly_reason,resale_identifier,resale_identifier_hash
2012-03,ANG MO KIO,4 ROOM,504,ANG MO KIO AVE 8,01 TO 05,93,New Generation,1980,480000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,91,52,4,52 years 04 months,5161.290322580645,False,,S5044803A,18df8e01115b1e7b6a743e72a3fd596ca05868f05ce3f3084b776fd4cab0baca
2012-03,ANG MO KIO,4 ROOM,414,ANG MO KIO AVE 10,01 TO 05,92,New Generation,1979,481000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,92,51,4,51 years 04 months,5228.260869565217,False,,S4144803A,470549cb4b15d5a906f2ecc84ef27d434d0fcc2341508d10ea63351d8144a425
2012-03,ANG MO KIO,4 ROOM,434,ANG MO KIO AVE 10,11 TO 15,92,New Generation,1979,493000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,93,51,4,51 years 04 months,5358.695652173913,False,,S4344803A,c0b8fb44ac98f05f61e0ac7e29c05423d565f820eb45e190d9d3289e65573f1e
2012-03,ANG MO KIO,4 ROOM,346,ANG MO KIO AVE 3,06 TO 10,98,New Generation,1978,505000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,94,50,4,50 years 04 months,5153.061224489796,False,,S3464803A,ab91e0a11a072be9cb951e6461169d622357bf0107097c88faadc63a0bade189
2012-03,ANG MO KIO,4 ROOM,638,ANG MO KIO AVE 6,06 TO 10,91,New Generation,1980,508000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,95,52,4,52 years 04 months,5582.417582417583,False,,S6384803A,64a49011b0255b87069d9160f6572317aadbfd5e8b89e109a0692b4752956dda
2012-03,ANG MO KIO,5 ROOM,101,ANG MO KIO AVE 3,06 TO 10,117,Standard,1978,515000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,96,50,4,50 years 04 months,4401.709401709401,False,,S1016503A,86367cdb6b1a733a3be5d597e29358b641ae0b50c1fde0bb58a617988c54ff3c
2012-03,ANG MO KIO,4 ROOM,354,ANG MO KIO ST 32,01 TO 05,95,Model A,2001,518000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,97,73,4,73 years 04 months,5452.631578947368,False,,S3544803A,eb5f26d6dbd31853d3a6ea342b7d7246bfa4982f144b313aee7ee7712e6bdf82
2012-03,ANG MO KIO,4 ROOM,348,ANG MO KIO AVE 3,06 TO 10,98,New Generation,1978,533000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,98,50,4,50 years 04 months,5438.775510204082,False,,S3484803A,ebf2020da448c0130554311db1197b8dad05779b2a8aef796ab17f8f74457669
2012-03,ANG MO KIO,4 ROOM,351,ANG MO KIO ST 32,06 TO 10,95,Model A,2001,538000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,100,73,4,73 years 04 months,5663.1578947368425,False,,S3514803A,cb094f0cf5e5b93ad6edfcff9cd3a63001256198f28df32c71c954c955923d5f
2012-03,ANG MO KIO,5 ROOM,648,ANG MO KIO AVE 5,11 TO 15,121,Improved,1980,603000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,105,52,4,52 years 04 months,4983.471074380165,False,,S6486503A,42621f9f7d7f9ecf9dedfd013522bbd99cd2e970ee785d3c229dbad791a2770b
2012-03,ANG MO KIO,5 ROOM,460,ANG MO KIO AVE 10,06 TO 10,120,Improved,1980,605000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,106,52,4,52 years 04 months,5041.666666666667,False,,S4606503A,d6398591e07887c5e777363f43b8190ccb8074df6f2d06a3df48166a8b4b6436
2012-03,ANG MO KIO,4 ROOM,700B,ANG MO KIO AVE 6,11 TO 15,91,Model A,2003,610000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,107,75,4,75 years 04 months,6703.2967032967035,False,,S7004803A,c6e0acdc0aa751f87160b49ef355630f3f1faf6e5cfae42fabcba4925539fefe
2012-03,ANG MO KIO,5 ROOM,437,ANG MO KIO AVE 10,06 TO 10,119,Improved,1979,620000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,108,51,4,51 years 04 months,5210.084033613445,False,,S4376503A,4ce532647d4c843823cef25e6b7968f3661ec086f820a986dafb78f7f98c16d2
2012-03,ANG MO KIO,5 ROOM,716,ANG MO KIO AVE 6,06 TO 10,119,Improved,1980,623000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,109,52,4,52 years 04 months,5235.294117647059,False,,S7166503A,a797c6da50914c1eab403d549c9c148cbf1350bea00c49ff4aafce2f71b055be
2012-03,ANG MO KIO,5 ROOM,253,ANG MO KIO ST 21,06 TO 10,138,Model A,1996,630000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,110,68,4,68 years 04 months,4565.217391304348,False,,S2536503A,2e4fb78fa858aa9785d48ee6089ba561b23964b527653b0e9dbfd66232b22935
2012-03,ANG MO KIO,4 ROOM,596C,ANG MO KIO ST 52,21 TO 25,91,Model A,2002,635000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,111,74,4,74 years 04 months,6978.021978021978,False,,S5964803A,4aa9a70daf00219c9210c3a7eaa173176d20c03f65357e3adac5ee81395025fb
2012-03,ANG MO KIO,5 ROOM,316A,ANG MO KIO ST 31,01 TO 05,110,Improved,2006,655000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,112,78,4,78 years 04 months,5954.545454545455,False,,S3166503A,e7786d5b57b5a5c684e5346c113d73765503c87ef7ab9c9a8c5eb938bba9f354
2012-03,ANG MO KIO,5 ROOM,439,ANG MO KIO AVE 10,16 TO 20,119,Improved,1979,658000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,113,51,4,51 years 04 months,5529.411764705882,False,,S4396503A,fd7d73c3d775dfd1c4a6ceedafcb190660c3cc39df1ae6ad966a7c964c977d55
2012-03,ANG MO KIO,5 ROOM,350,ANG MO KIO ST 32,11 TO 15,110,Improved,2001,686000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,115,73,4,73 years 04 months,6236.363636363636,False,,S3506503A,4055b473e7b5ef249ac50339d623168d89333fcced203ede8fb9b2404d6870c1
2012-03,ANG MO KIO,5 ROOM,353,ANG MO KIO ST 32,21 TO 25,110,Improved,2001,686000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,116,73,4,73 years 04 months,6236.363636363636,False,,S3536503A,1d315d09886ba51688b477a3b22882a104c32528897d4ccc24c5a07423443172
2012-03,ANG MO KIO,5 ROOM,700C,ANG MO KIO AVE 6,16 TO 20,111,Improved,2003,775000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,118,75,4,75 years 04 months,6981.981981981982,False,,S7006503A,9ee321c7be4ee1b1a9d561c8a46f5d3f284c774d0809713833fd01b5e3904cfa
2012-03,ANG MO KIO,5 ROOM,596D,ANG MO KIO ST 52,21 TO 25,110,Improved,2003,785000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,119,75,4,75 years 04 months,7136.363636363636,False,,S5966503A,4951a2b77f40a94a6d1784f5bf19636c48c3b50d93c1310562eee059dcc267e0
2012-03,BEDOK,2 ROOM,620,BEDOK RESERVOIR RD,01 TO 05,45,Improved,1986,249000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,120,58,4,58 years 04 months,5533.333333333333,False,,S6202503B,a74260aeda06939fa3594fddfe7bfb1b4bf84a07d75d88c2e89c02abea96741f
2012-03,BEDOK,2 ROOM,618,BEDOK RESERVOIR RD,01 TO 05,45,Improved,1986,268000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,121,58,4,58 years 04 months,5955.555555555556,False,,S6182503B,0e5193e0247ec934787007de7b45ba5b6ddd7d89c4710a6392e1da21ee91d30a
2012-03,BEDOK,3 ROOM,620,BEDOK RESERVOIR RD,01 TO 05,61,Improved,1986,292000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,122,58,4,58 years 04 months,4786.88524590164,False,,S6203303B,6fc35241e57a7afdbbd6e323b20df2e27a53f2838a8628b64b34dd3834352e96
2012-03,BEDOK,3 ROOM,525,BEDOK NTH ST 3,01 TO 05,67,New Generation,1979,300000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,126,51,4,51 years 04 months,4477.611940298508,False,,S5253303B,00e064c93a652ed83de5d57a79a89e55ad8b544f83745bfbb629b70ac03384b3
2012-03,BEDOK,3 ROOM,709,BEDOK RESERVOIR RD,01 TO 05,68,New Generation,1981,300000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,127,53,4,53 years 04 months,4411.764705882353,False,,S7093303B,1859343a4cecac7e7543cb39f8d5efb91c8fdccedb0b6582e948ec5710e8fa5d
2012-03,BEDOK,3 ROOM,20,CHAI CHEE RD,01 TO 05,65,Improved,1972,301000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,129,44,4,44 years 04 months,4630.7692307692305,False,,S0203303B,e6903f8f9aaea39fb1d80dcc6284074f8b0c235a17cf732130d9c2262fbe1a53
2012-03,BEDOK,3 ROOM,528,BEDOK NTH ST 3,01 TO 05,68,New Generation,1979,303000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,130,51,4,51 years 04 months,4455.882352941177,False,,S5283303B,c8940e8b740bc3f1a3135b83d2807b91a892ae5d54f1ea678848e8340c0be6a5
2012-03,BEDOK,3 ROOM,109,BEDOK NTH RD,01 TO 05,67,New Generation,1977,305000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,132,49,4,49 years 04 months,4552.238805970149,False,,S1093303B,2a52ace2c17b7c954ea47430eeec957fca630e221c5e80556a80f1cd254fda26
2012-03,BEDOK,3 ROOM,632,BEDOK RESERVOIR RD,01 TO 05,67,New Generation,1982,305000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,133,54,4,54 years 04 months,4552.238805970149,False,,S6323303B,90f7ade84ac9518157887b5fa6dd39de22abe87479e308eaaeb527f414cee462
2012-03,BEDOK,3 ROOM,74,BEDOK NTH RD,11 TO 15,59,Improved,1978,307000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,135,50,4,50 years 04 months,5203.389830508475,False,,S0743303B,f3aee48469f8b8b41012f7e3ce50156cf623e772be2c2672febe7b45c21ae36d
2012-03,BEDOK,3 ROOM,89,BEDOK NTH ST 4,01 TO 05,67,New Generation,1978,307000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,136,50,4,50 years 04 months,4582.089552238806,False,,S0893303B,5b369999c52c1a629c2bdfb458a9ff1b10964e87302697612042a7623d58e0f9
2012-03,BEDOK,3 ROOM,534,BEDOK NTH ST 3,11 TO 15,60,Improved,1986,308000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,137,58,4,58 years 04 months,5133.333333333333,False,,S5343303B,8d58f7ac58bbb5e8a8823b3024a3955da7bd6e35dd17a72d1b1ad7008d46dde3
2012-03,BEDOK,3 ROOM,609,BEDOK RESERVOIR RD,01 TO 05,67,New Generation,1982,312000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,139,54,4,54 years 04 months,4656.7164179104475,False,,S6093303B,086d5046f444eb7867f083e3a516e0acefa44e8afd5d1a9899076728b5baf0b6
2012-03,BEDOK,3 ROOM,136,BEDOK RESERVOIR RD,01 TO 05,64,Simplified,1988,312000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,140,60,4,60 years 04 months,4875.0,False,,S1363303B,1a0a3690922d9d021f4468d25eca1da8097dbd1ddcb740a96101ed6847cbfbb1
2012-03,BEDOK,3 ROOM,76,BEDOK NTH RD,06 TO 10,59,Improved,1978,315000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,141,50,4,50 years 04 months,5338.983050847458,False,,S0763303B,df414df83a177b9620d2a04c1f728e4bf4d1318f67a9ebedddb9f49f9ee77dea
2012-03,BEDOK,3 ROOM,504,BEDOK NTH ST 3,11 TO 15,59,Improved,1978,318000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,144,50,4,50 years 04 months,5389.830508474576,False,,S5043303B,1540e57f4fc375739525b4a7d84e76b6012a5e0e3ca69edf4ae6194f825d1968
2012-03,BEDOK,3 ROOM,37,CHAI CHEE AVE,06 TO 10,66,Improved,1983,322000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,147,55,4,55 years 04 months,4878.787878787879,False,,S0373303B,b4c68a367ea16017321b34a8b1fe857d12713ae0399085914be7779c8b95eceb
2012-03,BEDOK,3 ROOM,529,BEDOK NTH ST 3,11 TO 15,68,New Generation,1979,328000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,151,51,4,51 years 04 months,4823.529411764706,False,,S5293303B,fcd96e679e420660678543bdab2e28fdf7a39b1184a5e00aa549fd74b8d78674
2012-03,BEDOK,3 ROOM,158,BEDOK STH AVE 3,01 TO 05,64,Simplified,1985,328000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,152,57,4,57 years 04 months,5125.0,False,,S1583303B,3efc9213c377bc7d40e6823aa0a12738f35cff814ab3e888a1a2f66f1f0d03af
2012-03,BEDOK,3 ROOM,503,BEDOK NTH ST 3,06 TO 10,70,Improved,1978,330000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,153,50,4,50 years 04 months,4714.285714285715,False,,S5033303B,203eaa04e6881772dd34f91cc5bcd0dbf27b4eb2a87cb4e6a029fe56d5fd7105
2012-03,BEDOK,3 ROOM,616,BEDOK RESERVOIR RD,06 TO 10,68,New Generation,1982,330000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,154,54,4,54 years 04 months,4852.941176470588,False,,S6163303B,2915241dff7d82a1f4d69470b9ff711c7ef796e40e0dd9a384863b0036110b4f
2012-03,BEDOK,3 ROOM,536,BEDOK NTH ST 3,11 TO 15,68,New Generation,1980,333000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,156,52,4,52 years 04 months,4897.058823529412,False,,S5363303B,6599c577bec46bd57cf33f2151fdc456057892166a2e242f7b016b891937c79d
2012-03,BEDOK,3 ROOM,4,BEDOK STH AVE 1,01 TO 05,65,Improved,1976,335000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,158,48,4,48 years 04 months,5153.846153846154,False,,S0043303B,559391120d4e7783780d0d2038815266c280d56db047ade13fc8ca6b8b6e6ac0
2012-03,BEDOK,3 ROOM,110,BEDOK NTH RD,06 TO 10,67,New Generation,1977,337000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,159,49,4,49 years 04 months,5029.850746268657,False,,S1103303B,b3b1ed8286400ab949320f61fbe1754cbdcf59e84ab1bef391e8dd9541900c9a
2012-03,BEDOK,3 ROOM,104,BEDOK NTH AVE 4,11 TO 15,67,New Generation,1977,340000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,160,49,4,49 years 04 months,5074.626865671642,False,,S1043303B,b62e24958b962569aed7aae8f74239308d68f995371b60e48127e69b8cb48e6d
2012-03,BEDOK,3 ROOM,92,BEDOK NTH AVE 4,01 TO 05,67,New Generation,1979,340000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,161,51,4,51 years 04 months,5074.626865671642,False,,S0923303B,5acd2896bc369f9d750f5cf13df1f4ab5e0c3224621fb0365918f799344c4b0f
2012-03,BEDOK,3 ROOM,701,BEDOK RESERVOIR RD,06 TO 10,68,New Generation,1980,340000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,162,52,4,52 years 04 months,5000.0,False,,S7013303B,249e0e4aba0cc71b21448f53900894c5bbe6030bda766c3571e106e3459b4a6a
2012-03,BEDOK,3 ROOM,126,BEDOK NTH ST 2,01 TO 05,67,New Generation,1978,345000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,163,50,4,50 years 04 months,5149.253731343284,False,,S1263303B,cb652a6426c50b7c591c52a4605dcb77c24454b1f79b3488bf3ead7d285a6a44
2012-03,BEDOK,3 ROOM,218,BEDOK NTH ST 1,01 TO 05,68,New Generation,1980,348000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,165,52,4,52 years 04 months,5117.64705882353,False,,S2183303B,d53fa6a48463ca6a895f0bfde0d57250174067f3e71f74e632fa9e5f7a267e65
2012-03,BEDOK,3 ROOM,402,BEDOK NTH AVE 3,11 TO 15,67,New Generation,1979,350000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,166,51,4,51 years 04 months,5223.880597014925,False,,S4023303B,5d8cb4371800000665f4b8f63ca67f63f18740244eeb333ba70fafd86f2a7e2b
2012-03,BEDOK,3 ROOM,102,BEDOK NTH AVE 4,06 TO 10,67,New Generation,1977,350000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,167,49,4,49 years 04 months,5223.880597014925,False,,S1023303B,cae3e177339450b2d0115a686b5013715b438bda5206ed6cf94aa59a360e50b6
2012-03,BEDOK,3 ROOM,116,BEDOK NTH RD,01 TO 05,73,New Generation,1978,350000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,168,50,4,50 years 04 months,4794.520547945205,False,,S1163303B,0cf846b9623a48b692e6527f8f492366c34afe262d777f2a2dfad9fc7b5ba5c7
2012-03,BEDOK,3 ROOM,18,BEDOK STH RD,11 TO 15,65,Improved,1976,350000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,169,48,4,48 years 04 months,5384.615384615385,False,,S0183303B,73f10e66bf3d68187f2755ee9fa57da0735d701eb83e446fd3baac556daf214e
2012-03,BEDOK,3 ROOM,424,BEDOK NTH AVE 1,01 TO 05,67,New Generation,1979,357800,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,170,51,4,51 years 04 months,5340.298507462687,False,,S4243303B,73d8753d8f91fc28678c788335968312924cbca03deb932fb6fbc47445958155
2012-03,BEDOK,3 ROOM,425,BEDOK NTH RD,06 TO 10,67,New Generation,1979,358000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,171,51,4,51 years 04 months,5343.2835820895525,False,,S4253303B,b1eb407fdda5b3f5842dde045d62afa5115e5c7794ece312fa88a7ffed044c52
2012-03,BEDOK,3 ROOM,208,NEW UPP CHANGI RD,01 TO 05,68,New Generation,1979,358000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,172,51,4,51 years 04 months,5264.705882352941,False,,S2083303B,407ecbd4480be33faafea7b35d9c35cc8fe08afaf0acbd44f9d6a2f8798cb8d6
2012-03,BEDOK,3 ROOM,554,BEDOK NTH ST 3,01 TO 05,82,New Generation,1980,360000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,173,52,4,52 years 04 months,4390.243902439024,False,,S5543303B,b450beb50094689fe3b1830e8fed0a41fa91ef5cd699bd918733a7b12a2820b4
2012-03,BEDOK,3 ROOM,419,BEDOK NTH ST 1,06 TO 10,68,New Generation,1979,363000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,175,51,4,51 years 04 months,5338.235294117647,False,,S4193303B,7e995f2c529f0e6612ae98fbfe477ec5d2d61c178bc798c0379b2478fffb91ba
2012-03,BEDOK,3 ROOM,412,BEDOK NTH AVE 2,06 TO 10,67,New Generation,1979,366000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,176,51,4,51 years 04 months,5462.686567164179,False,,S4123303B,cf684eed3764435742b9d02578fd7eba9caccf48dd7b6798790b60bb44e60e1c
2012-03,BEDOK,4 ROOM,36,BEDOK STH AVE 2,01 TO 05,84,Improved,1977,385000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,178,49,4,49 years 04 months,4583.333333333333,False,,S0364303B,21925d32b52992edcc95f2651c2d1bf4f6ece64326b1465c0cb4d8305b9d1752
2012-03,BEDOK,3 ROOM,23,BEDOK STH AVE 1,06 TO 10,73,New Generation,1977,385000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,179,49,4,49 years 04 months,5273.972602739726,False,,S0233303B,918e234bfc9ad7e283a8681c1723337b0815851714d072c0e80fbe8b39602d81
2012-03,BEDOK,3 ROOM,42,CHAI CHEE ST,06 TO 10,82,New Generation,1985,386000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,180,57,4,57 years 04 months,4707.317073170731,False,,S0423303B,44e7de9f970629b6505a972bd06ef1c65eab024440ae92db0df21c4afdf0f3f0
2012-03,BEDOK,3 ROOM,103,BEDOK NTH AVE 4,06 TO 10,81,New Generation,1977,388000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,181,49,4,49 years 04 months,4790.123456790124,False,,S1033303B,21f1584a1ea6878e28e1cea0febf75a33f9d0358e4dbd06d8e85c63f7d616d8f
2012-03,BEDOK,4 ROOM,151,BEDOK RESERVOIR RD,01 TO 05,84,Simplified,1988,393000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,182,60,4,60 years 04 months,4678.571428571428,False,,S1514303B,9efd53f9c8aaa642daacf2c63af7a09b2179674008103cc8117124ba96ff4a77
2012-03,BEDOK,4 ROOM,56,CHAI CHEE DR,01 TO 05,91,New Generation,1983,395000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,183,55,4,55 years 04 months,4340.659340659341,False,,S0564303B,2e0f6b2c3fd0aa8225e386add9604497ea616873c728c9a47f3149ec322e84f0
2012-03,BEDOK,4 ROOM,528,BEDOK NTH ST 3,01 TO 05,95,New Generation,1979,400000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,185,51,4,51 years 04 months,4210.526315789473,False,,S5284303B,b6bd009743e3221e3f3c016b22491639d2eadb96a91458d43943d6a6b56cf1db
2012-03,BEDOK,4 ROOM,602,BEDOK RESERVOIR RD,01 TO 05,98,New Generation,1982,400000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,186,54,4,54 years 04 months,4081.6326530612246,False,,S6024303B,1fb4720ab9027a0007b8e48c0213de4493183eb74ba84129438d402600668f23
2012-03,BEDOK,4 ROOM,108,BEDOK RESERVOIR RD,06 TO 10,93,New Generation,1985,405000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,189,57,4,57 years 04 months,4354.8387096774195,False,,S1084303B,2319002a302022306650a88005f999ecdfb219a6f0e443775d516e5f56024cb9
2012-03,BEDOK,4 ROOM,5,BEDOK STH AVE 2,01 TO 05,82,Improved,1976,406000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,190,48,4,48 years 04 months,4951.219512195122,False,,S0054303B,c77a05c2fb2f1e45b810d1cf972e2142cebb1855a798904a365c954aca1fa81e
2012-03,BEDOK,4 ROOM,135,BEDOK RESERVOIR RD,06 TO 10,84,Simplified,1987,407000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,191,59,4,59 years 04 months,4845.238095238095,False,,S1354303B,19f9a771465c2d0f2a55e0b7dece330ddfa977a63271ff2289e8a3c2751c5c64
2012-03,BEDOK,4 ROOM,132,BEDOK RESERVOIR RD,11 TO 15,84,Simplified,1987,410000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,193,59,4,59 years 04 months,4880.952380952381,False,,S1324303B,6458990e5b1ad3f344c5e587cf33d52c9b4015d188575b99c79b117945fb96ce
2012-03,BEDOK,4 ROOM,136,BEDOK RESERVOIR RD,06 TO 10,83,Simplified,1988,410000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,194,60,4,60 years 04 months,4939.759036144578,False,,S1364303B,8df130b5d6e7640a33422a1a0fd69b4086dfc20d8935895543b0704889f863cd
2012-03,BEDOK,4 ROOM,613,BEDOK RESERVOIR RD,06 TO 10,98,New Generation,1981,411000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,195,53,4,53 years 04 months,4193.877551020408,False,,S6134303B,e5920cae0224d67bc45b1cf8c2265fc666316914677a13f9aba3ff72f5b7b060
2012-03,BEDOK,4 ROOM,61,CHAI CHEE RD,11 TO 15,91,New Generation,1982,415000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,197,54,4,54 years 04 months,4560.43956043956,False,,S0614303B,545d36d0f3077ffe02638f252329cc0dba1dcda28698fe8fc0b56275e76cdcc0
2012-03,BEDOK,4 ROOM,619,BEDOK RESERVOIR RD,01 TO 05,103,New Generation,1981,416000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,198,53,4,53 years 04 months,4038.8349514563106,False,,S6194303B,f2cd4ee93c5b89bf071dd6362c596259b8f004bb77ad8fd1727b1165eecf9e89
