month,town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,resale_price,_source_file,_row_id,_fail_reason,remaining_lease_years,remaining_lease_months,remaining_lease_display,price_per_sqm,is_price_anomaly,price_anomaly_reason,resale_identifier
2012-03,WOODLANDS,5 ROOM,587,WOODLANDS DR 16,06 TO 10,111,Improved,2001,440000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,2124,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-03,WOODLANDS,5 ROOM,687C,WOODLANDS DR 75,11 TO 15,114,Premium Apartment,2003,473000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,2160,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-03,YISHUN,3 ROOM,127,YISHUN ST 11,01 TO 05,72,New Generation,1984,288000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,2197,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-03,YISHUN,3 ROOM,108,YISHUN RING RD,06 TO 10,67,New Generation,1985,302000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,2203,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-03,YISHUN,3 ROOM,220,YISHUN ST 21,01 TO 05,67,New Generation,1985,310000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,2214,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-03,YISHUN,3 ROOM,740,YISHUN AVE 5,11 TO 15,67,New Generation,1985,335000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,2247,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-03,YISHUN,4 ROOM,245,YISHUN AVE 9,01 TO 05,84,Simplified,1985,344000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,2251,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-03,YISHUN,3 ROOM,746,YISHUN ST 72,11 TO 15,67,New Generation,1984,348500,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,2253,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-03,YISHUN,3 ROOM,839,YISHUN ST 81,11 TO 15,73,Model A,1987,357000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,2264,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-03,YISHUN,4 ROOM,737,YISHUN ST 72,06 TO 10,91,New Generation,1985,440000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,2321,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-04,ANG MO KIO,3 ROOM,214,ANG MO KIO AVE 3,06 TO 10,67,New Generation,1976,333800,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,2379,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-04,ANG MO KIO,3 ROOM,441,ANG MO KIO AVE 10,01 TO 05,67,New Generation,1979,337000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,2383,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-04,ANG MO KIO,3 ROOM,129,ANG MO KIO AVE 3,01 TO 05,73,New Generation,1979,337000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,2384,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-04,ANG MO KIO,3 ROOM,503,ANG MO KIO AVE 5,01 TO 05,68,New Generation,1981,345000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,2396,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-04,ANG MO KIO,3 ROOM,215,ANG MO KIO AVE 1,06 TO 10,73,New Generation,1976,347000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,2397,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-04,BEDOK,3 ROOM,19,CHAI CHEE RD,06 TO 10,65,Improved,1972,312000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,2473,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-04,BEDOK,3 ROOM,103,BEDOK RESERVOIR RD,01 TO 05,67,New Generation,1985,318000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,2481,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-04,BEDOK,3 ROOM,138,BEDOK NTH ST 2,06 TO 10,67,New Generation,1978,344000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,2507,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-04,BEDOK,4 ROOM,144,BEDOK RESERVOIR RD,01 TO 05,104,Model A,1987,400000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,2527,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-04,BEDOK,5 ROOM,20,BEDOK STH RD,16 TO 20,117,Standard,1976,700000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,2583,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-04,BUKIT BATOK,3 ROOM,109,BT BATOK WEST AVE 6,01 TO 05,59,Improved,1985,290000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,2625,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-04,BUKIT BATOK,3 ROOM,167,BT BATOK WEST AVE 8,01 TO 05,74,Model A,1984,333000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,2652,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-04,BUKIT BATOK,4 ROOM,511,BT BATOK ST 52,06 TO 10,84,Simplified,1986,353000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,2666,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-04,BUKIT MERAH,3 ROOM,44,TELOK BLANGAH DR,01 TO 05,65,Improved,1976,350000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,2744,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-04,BUKIT MERAH,3 ROOM,61,TELOK BLANGAH HTS,06 TO 10,67,New Generation,1976,403000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,2761,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-04,BUKIT PANJANG,3 ROOM,109,GANGSA RD,01 TO 05,64,Simplified,1988,299000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,2822,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-04,CHOA CHU KANG,4 ROOM,667,CHOA CHU KANG CRES,11 TO 15,102,Model A,1999,416000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,2959,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-04,CHOA CHU KANG,5 ROOM,160,JLN TECK WHYE,16 TO 20,124,Improved,1998,501000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,3014,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-04,CLEMENTI,3 ROOM,701,WEST COAST RD,06 TO 10,67,New Generation,1980,320000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,3045,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-04,CLEMENTI,3 ROOM,309,CLEMENTI AVE 4,06 TO 10,67,New Generation,1980,366000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,3055,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-04,CLEMENTI,3 ROOM,309,CLEMENTI AVE 4,06 TO 10,67,New Generation,1980,380000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,3063,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-04,CLEMENTI,3 ROOM,366,CLEMENTI AVE 2,06 TO 10,61,Model A,2003,386000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,3066,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-04,JURONG EAST,3 ROOM,110,JURONG EAST ST 13,01 TO 05,68,New Generation,1982,315000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,3253,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-04,JURONG EAST,3 ROOM,303,JURONG EAST ST 32,01 TO 05,67,New Generation,1983,330000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,3261,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-04,JURONG WEST,3 ROOM,121,YUAN CHING RD,01 TO 05,61,Improved,1974,280000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,3295,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-04,JURONG WEST,5 ROOM,625,JURONG WEST ST 61,06 TO 10,110,Improved,2001,490000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,3413,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-04,JURONG WEST,5 ROOM,625,JURONG WEST ST 61,06 TO 10,110,Improved,2001,503888,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,3423,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-04,JURONG WEST,EXECUTIVE,630,JURONG WEST ST 65,06 TO 10,130,Apartment,2001,580000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,3450,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-04,KALLANG/WHAMPOA,3 ROOM,4,JLN BATU,06 TO 10,60,Standard,1969,335000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,3475,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-04,KALLANG/WHAMPOA,3 ROOM,57,GEYLANG BAHRU,16 TO 20,65,Improved,1974,366000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,3480,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-04,KALLANG/WHAMPOA,3 ROOM,23,BENDEMEER RD,06 TO 10,68,Improved,1972,370000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,3481,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-04,KALLANG/WHAMPOA,4 ROOM,42,CAMBRIDGE RD,01 TO 05,91,New Generation,1982,470000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,3492,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-04,MARINE PARADE,3 ROOM,34,MARINE CRES,06 TO 10,59,Improved,1975,377000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,3521,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-04,PUNGGOL,4 ROOM,195D,PUNGGOL RD,01 TO 05,90,Premium Apartment,2007,473000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,3626,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-04,PUNGGOL,5 ROOM,130,EDGEDALE PLAINS,06 TO 10,111,Premium Apartment,2003,513000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,3642,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-04,PUNGGOL,5 ROOM,652,PUNGGOL CTRL,11 TO 15,110,Premium Apartment,2005,588000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,3675,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-04,QUEENSTOWN,3 ROOM,171,STIRLING RD,11 TO 15,60,Improved,1970,367000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,3697,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-04,QUEENSTOWN,3 ROOM,9,HOLLAND AVE,06 TO 10,65,Improved,1974,417000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,3710,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-04,SENGKANG,4 ROOM,188B,RIVERVALE DR,06 TO 10,96,Model A,2000,407000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,3778,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-04,SENGKANG,5 ROOM,192A,RIVERVALE DR,01 TO 05,115,Improved,2000,453000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,3811,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-04,SENGKANG,5 ROOM,403C,FERNVALE LANE,01 TO 05,111,Premium Apartment,2004,480000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,3830,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-04,SENGKANG,5 ROOM,201D,COMPASSVALE DR,01 TO 05,110,Improved,2001,500000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,3848,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-04,SENGKANG,5 ROOM,319A,ANCHORVALE DR,06 TO 10,110,Improved,2002,525000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,3870,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-04,SENGKANG,4 ROOM,264F,COMPASSVALE BOW,11 TO 15,92,Premium Apartment,2008,565000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,3894,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-04,TAMPINES,3 ROOM,915,TAMPINES ST 91,11 TO 15,73,Model A,1984,360000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,3956,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-04,TAMPINES,3 ROOM,262,TAMPINES ST 21,06 TO 10,74,Model A,1984,392000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,3975,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-04,TAMPINES,4 ROOM,148,SIMEI ST 1,01 TO 05,84,Simplified,1988,410000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,3982,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-04,TAMPINES,4 ROOM,338,TAMPINES ST 33,06 TO 10,107,Model A,1995,420000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,3986,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-04,TAMPINES,4 ROOM,140,TAMPINES ST 12,06 TO 10,91,New Generation,1984,452000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,4008,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-04,TAMPINES,4 ROOM,265,TAMPINES ST 21,01 TO 05,103,Model A,1984,463000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,4019,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-04,TOA PAYOH,3 ROOM,194,KIM KEAT AVE,01 TO 05,66,Improved,1973,284000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,4098,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-04,TOA PAYOH,3 ROOM,203,TOA PAYOH NTH,06 TO 10,65,Improved,1982,335000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,4110,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-04,TOA PAYOH,3 ROOM,207,TOA PAYOH NTH,06 TO 10,65,Improved,1973,355000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,4118,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-04,TOA PAYOH,4 ROOM,227,LOR 8 TOA PAYOH,01 TO 05,82,Improved,1976,375000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,4123,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-04,WOODLANDS,3 ROOM,15,MARSILING LANE,01 TO 05,65,Improved,1976,280000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,4166,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-04,WOODLANDS,3 ROOM,145,WOODLANDS ST 13,06 TO 10,68,New Generation,1985,310000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,4178,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-04,WOODLANDS,4 ROOM,665,WOODLANDS RING RD,01 TO 05,85,Model A2,2000,360000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,4210,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-04,WOODLANDS,4 ROOM,171,WOODLANDS ST 11,06 TO 10,91,New Generation,1985,363000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,4211,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-04,WOODLANDS,4 ROOM,428,WOODLANDS ST 41,01 TO 05,104,Model A,1996,385000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,4232,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-04,WOODLANDS,5 ROOM,167,WOODLANDS ST 11,01 TO 05,135,Model A,1994,457000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,4326,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
